S No.,Title,Decisions,Words
6542,Lakshmi Vilas Bank seeks Sebi nod for Rs 505-cr rights issue,"{""Lakshmi Vilas Bank"": ""neutral"", ""Sebi"": ""neutral""}",11
5306,"Venus Fibres, GS Oils put IPOs on hold","{""Venus Fibres"": ""negative"", ""GS Oils"": ""negative""}",8
5162,"Expect CIL, ONGC, REC to perform, says Jagannadham Thunuguntla","{""CIL"": ""positive"", ""ONGC"": ""positive"", ""REC"": ""positive""}",9
7861,JSW Energy Q2 net up 54% at Rs 492 crore,"{""JSW Energy"": ""positive""}",10
2157,Whirlpool Q3 net up 49.13% to Rs 24.10 cr,"{""Whirlpool"": ""positive""}",9
1063,"Early elections could provide needed impetus to markets: Pankaj Pandey, ICICIdirect.com","{""ICICIdirect.com"": ""neutral""}",11
1168,"Relief temporary for DLF, analysts advise investors to avoid long bets","{""DLF"": ""neutral""}",11
3637,Analyst View: Frontline banking stocks trading below psychological levels,"{""Frontline banking stocks"": ""negative""}",9
7652,Somany Ceramics among top picks for 2016: Pankaj Pandey,"{""Somany Ceramics"": ""positive""}",9
5589,NCDEX introduces hedge policy for commodity markets,"{""NCDEX"": ""neutral""}",7
7193,$40 oil could be a game-changer for Russia,"{""oil"": ""positive"", ""Russia"": ""positive""}",8
4492,Sell Tata Motors Ltd with a target of Rs 415: Mitesh Thacker,"{""Tata Motors Ltd"": ""negative""}",12
7267,Germany DAX latest market to strike record high,"{""Germany DAX"": ""positive""}",8
4981,"Like Abbott, Ambelic Pharma, but high valuations a concern: Mehraboon Irani","{""Abbott"": ""positive"", ""Ambelic Pharma"": ""positive""}",11
8336,ICRA jumps 20% on Moody's open offer;M-cap swells by Rs 318 crore,"{""ICRA"": ""positive"", ""Moody"": ""neutral"", ""M-cap"": ""neutral""}",12
10700,Wall Street opens flat as Microsoft offsets Amazon,"{""Microsoft"": ""positive"", ""Wall Street"": ""neutral"", ""Amazon"": ""neutral""}",8
4947,"Two-wheelers, private banks, consumption story to play out well: Ajay Bagga","{""Two-wheelers"": ""positive"", ""private banks"": ""positive"", ""consumption"": ""positive""}",11
2783,City Union Bank Q1 net profit up 12% at Rs 112 crore,"{""City Union Bank"": ""positive""}",12
718,Sebi to study global systems to catch manipulators early,"{""Sebi"": ""neutral""}",9
10012,"Tough competition, slow revival in domestic cycle make steel stocks avoidable: Ajay Bagga","{""steel stocks"": ""negative""}",13
2503,Asia seen buying more Black Sea wheat as rain boosts yields,"{""Black Sea wheat"": ""positive""}",11
4361,You think the stock market is crazy? Look at oil prices,"{""oil"": ""negative""}",11
4172,Controlling shareholders to sell $300 mn of shares in Hero MotoCorp,"{""Hero MotoCorp"": ""negative""}",11
8083,Financial Technologies rallies over 8% on signing technology contract with MCX,"{""Financial Technologies"": ""positive"", ""MCX"": ""neutral""}",11
10497,"Sensex rangebound, Nifty flirts with 6800; top 20 trading bets","{""Nifty"": ""negative"", ""Sensex"": ""neutral""}",10
396,Fatpipe to raise Rs 49 cr through IPO,"{""Fatpipe"": ""neutral""}",8
7187,VRL Logistics ends 42% up on debut,"{""VRL Logistics"": ""positive""}",7
10563,"Long-term outlook on IT, private sector banks: Arindam Ghosh","{""IT"": ""positive"", ""private sector banks"": ""positive""}",9
4493,Sell Tata Power Ltd with a target of Rs 79: Ashwani Gujral,"{""Tata Power Ltd"": ""negative""}",12
1366,"Citigroup sees Sensex at 35,000 by June 2016, but trims Dec-2015 target to 32,200","{""Citigroup"": ""neutral"", ""Sensex"": ""neutral""}",14
10248,"2011: Gold, silver touch all-time highs amid economic turmoil and rising inflation","{""Gold"": ""positive"", ""silver"": ""positive""}",12
8788,"Amazon shares slide on disappointing earnings, outlook","{""Amazon"": ""negative""}",7
5918,SKS Microfinance issues NCDs worth Rs 200 crore,"{""SKS Microfinance"": ""neutral""}",8
4969,"Do not prefer Bharti, Idea; exit at current levels: Ambareesh Baliga","{""Bharti"": ""positive"", ""Idea"": ""positive""}",11
2915,"Spice India debuts in Delhi; will offer spices-infused chocolate slabs, beauty creams","{""Spice India"": ""neutral""}",12
5645,"Sharp correction on Nifty unlikely, say analysts","{""Nifty"": ""neutral""}",7
3767,JSW Steel slips over 4% as CBI registers inquiry,"{""JSW Steel"": ""negative""}",9
3441,"Gold drops on stockists selling, weak global cues","{""Gold"": ""negative""}",8
7358,Sharda Cropchem has good business model: Kunj Bansal,"{""Sharda Cropchem"": ""positive""}",8
6807,Many promoters still own physical shares despite Sebi mandate on dematerialisation of shares,"{""Sebi"": ""neutral""}",13
9880,Rakesh Jhunjhunwala's sale of holdings in Praj Industries surprise many on D-Street,"{""Praj Industries"": ""negative""}",12
2144,"Uco Bank still has the momentum: Deepak Mohoni, trendwatchindia.com","{""Uco Bank"": ""positive"", ""trendwatchindia.com"": ""neutral""}",9
5105,"Offshore yuan strengthens, premium over onshore yuan at 19-month high","{""Offshore yuan"": ""positive"", ""onshore yuan"": ""neutral""}",10
5074,"Dow, S&P 500 fall on Fed nervousness; Nasdaq inches up","{""Nasdaq"": ""positive"", ""Dow"": ""negative"", ""S&P 500"": ""negative""}",10
1572,Ramsarup Industries surges on stake sale reports,"{""Ramsarup Industries"": ""positive""}",7
4080,Silver demand could fall 7 per cent in 2014: Report,"{""Silver"": ""negative""}",10
1123,Market is contracting; preparing itself for a big move: Ashwani Gujral,"{""Market"": ""neutral""}",11
2787,Cox & Kings Q3 profit jumps 10 fold to Rs 30.91 crore,"{""Cox & Kings"": ""positive""}",12
2968,Deutsche Bank sees Sensex 20% up in 2014; top  7 midcap ideas,"{""Sensex"": ""positive"", ""Deutsche Bank"": ""neutral""}",13
2505,Axis Bank Q1 Net rises 18 per cent in first quarter,"{""Axis Bank"": ""positive""}",11
5989,Brokers should not bank on one IT vendor: Sebi,"{""Sebi"": ""neutral"", ""IT vendor"": ""neutral""}",9
8868,Karvy Computershare indulged in IPO irregularities: Sebi,"{""Karvy Computershare"": ""negative"", ""Sebi"": ""neutral""}",7
7165,Silver rates spike on robust foreign trends,"{""Silver"": ""positive""}",7
729,Servalakshmi Paper Ltd receives SEBI approval for its IPO,"{""Servalakshmi Paper Ltd"": ""neutral"", ""SEBI"": ""neutral""}",9
7588,Nestle Q3 net up 9.22% at Rs 311.29 crore,"{""Nestle"": ""positive""}",9
7544,Jain Irrigation to consider raising $200 million; stock up,"{""Jain Irrigation"": ""positive""}",9
413,Day Trading Guide from Edelweiss Securities,"{""Edelweiss Securities"": ""neutral""}",6
9709,"Marginally bearish on Nifty, sell a 6400 strike call: Mitesh Thacker","{""Nifty"": ""negative""}",11
5746,Emerging stocks set for second week in red,"{""Emerging stocks"": ""negative""}",8
7669,Syria stir may take Jeera futures to record high,"{""Jeera"": ""positive""}",9
826,"Definance Technologies, now Hinduja Tech, plans to enter new markets","{""Definance Technologies"": ""positive"", ""Hinduja Tech"": ""positive""}",10
3268,Suzlon Energy reports biggest quarterly loss,"{""Suzlon Energy"": ""negative""}",6
3975,"Godrej Properties October-December net profit up 5%, income down 9%","{""Godrej Properties"": ""positive""}",10
8809,Castor seed futures decline on weak demand,"{""Castor seed"": ""negative""}",7
8307,Dishman Pharma surges 6% on clarification for receipt of USFDA warning letter,"{""Dishman Pharma"": ""positive""}",12
418,How the dollar impacts you,"{""dollar"": ""neutral""}",5
9818,"Coca-Cola loses fizz, volume growth dips to single digits year on year","{""Coca-Cola"": ""negative""}",12
6749,Skyrocketing gold imports in October prompts government and RBI to review restrictions,"{""gold"": ""neutral"", ""RBI"": ""neutral""}",12
8968,Blue chip stocks trade lower than their highs,"{""Blue chip stocks"": ""negative""}",8
2083,Rakesh Jhunjhunwala bullish on NCC; stock gains over 6%,"{""NCC"": ""positive""}",9
8946,Alibaba investors beware: History not on your side,"{""Alibaba"": ""negative""}",8
3374,Metals will continue to remain weak: Sandip Sabharwal,"{""Metals"": ""negative""}",8
5727,CIL IPO priced ar Rs 245 per share,"{""CIL"": ""neutral""}",8
4108,Vikram Oberoi revokes all pledged shares in EIH; shares fall,"{""EIH"": ""negative"", ""Vikram Oberoi"": ""neutral""}",10
4381,"Brent steady below $60, heads for 4th weekly decline as oversupply persists","{""Brent"": ""negative""}",12
7724,Arvind Q1 net profit increases twofold to Rs 67.62 crore,"{""Arvind"": ""positive""}",10
1067,"Eros International holds high potential, but need some clarity: Deven Choksey","{""Eros International"": ""neutral""}",11
3914,"Brent falls below $86, heads for worst month since 2012","{""Brent"": ""negative""}",10
5537,Forex Lawsuit Settlements near $2 billion: WSJ,"{""Forex"": ""neutral"", ""WSJ"": ""neutral""}",7
8003,Venus Remedies get UK approval for cancer drug; stock up,"{""Venus Remedies"": ""positive""}",10
5388,SCORES: Sebi's complaint redressal system,"{""Sebi"": ""neutral""}",5
5733,Could diamond be the new gold for traders?,"{""diamond"": ""neutral"", ""gold"": ""neutral""}",8
2739,Weakness on BJP's Bihar loss would be a buying opportunity: CLSA,"{""CLSA"": ""neutral""}",11
5053,"Bharti, Idea are out for some more time: CK Narayan","{""Bharti"": ""positive"", ""Idea"": ""positive""}",10
4001,Illegal money pooling activities: Sebi bars three companies from Street,"{""Sebi"": ""neutral""}",10
9761,Sell HUL Ltd with target price of Rs 535: Mitesh Thacker,"{""HUL Ltd"": ""negative""}",11
2428,Sensex @ life high; outshines global peers post QE era,"{""Sensex"": ""positive""}",10
6834,China central bank seen ready to intervene again if offshore pushes yuan too far,"{""China central bank"": ""neutral""}",14
10124,Upside left in oil PSUs; infra and engineering stocks need to justify their current pricing: IV Subramaniam,"{""oil PSUs"": ""positive"", ""infra"": ""neutral"", ""engineering stocks"": ""neutral""}",17
1688,Infosys reclaims status of top Sensex stock,"{""Infosys"": ""positive""}",7
852,F-Secure appoints Amit Nath as Country Manager India & SAARC,"{""F-Secure"": ""neutral""}",10
6304,India Inc taps into corporate bond market to fund expansions,"{""India Inc"": ""neutral""}",10
9088,Pressure on rupee persists as geo-political woes mount,"{""rupee"": ""negative""}",8
5879,Reliance Capital Q4 profit at Rs 267 crore,"{""Reliance Capital"": ""neutral""}",8
8528,"Some upside still left in Vijaya Bank: Devang Mehta, Anand Rathi Financial Services","{""Vijaya Bank"": ""positive"", ""Anand Rathi Financial Services"": ""neutral""}",13
2840,JM Asset Reconstruction Company profits up 142 per cent in H1 2015,"{""JM Asset Reconstruction Company"": ""positive""}",12
4612,"Start exiting positions, have negative bias if Nifty breaches 8,900 : Mitesh Thacker","{""Nifty"": ""negative""}",13
9541,"Sell HDFC with a target of Rs 1,320: Mitesh Thacker","{""HDFC"": ""negative""}",10
9208,"Dalal Street experts see Sensex sinking 1,000 points more","{""Sensex"": ""negative""}",9
9824,Diageo and BAE fall as UK's FTSE backs off from record high,"{""Diageo"": ""negative"", ""BAE"": ""negative"", ""UK's FTSE"": ""negative""}",12
2490,Ajanta Pharma Q3 net profit rises 38% to Rs 85 crore,"{""Ajanta Pharma"": ""positive""}",11
6906,"Duncan Fertilisers acquisition wont have a major impact on JP Associates stock: Fayeza Hafizee, Intime Spectrum Securities","{""Duncan Fertilisers"": ""neutral"", ""JP Associates"": ""neutral"", ""Intime Spectrum Securities"": ""neutral""}",17
7391,Very bullish about current market scenario: Taher Badshah,"{""market"": ""positive""}",8
2850,Liberty Shoes Q2 net up 25.24 per cent at Rs 2.53 crore,"{""Liberty Shoes"": ""positive""}",12
6666,DK Sarraf to become new ONGC head; govt rejects Sudhir Vasudevas extension,"{""ONGC"": ""neutral""}",12
5882,Reliance Infrastructure Q3 Net at Rs 452 crore,"{""Reliance Infrastructure"": ""neutral""}",8
10263,"BPCL, HPCL in red on fuel price cut, rise in global prices","{""BPCL"": ""negative"", ""HPCL"": ""negative""}",12
4453,"Nokia losses narrow to $355 million, shares tumble 9% on sales dip","{""Nokia"": ""negative""}",12
9950,CARE Ratings initiates process to offload PSU bank's stake in the company: Sources,"{""PSU bank"": ""negative"", ""CARE Ratings"": ""neutral""}",13
7422,Bank of Baroda raises $500 mn via bond issue,"{""Bank of Baroda"": ""positive""}",9
9828,"Double whammy for BHEL: Project delays, fall in order inflow a worry","{""BHEL"": ""negative""}",12
6485,"December quarter earnings, macro data to drive markets this week: Experts","{""markets"": ""neutral""}",11
2480,XL Energy bags Rs 130 mn solar power contract;stk up,"{""XL Energy"": ""positive""}",10
6618,Star appoints M K Srinivasan as senior VP for North America,"{""Star"": ""neutral""}",11
2142,Turn positive on Infosys post Q1 show: Gaurav Mehta,"{""Infosys"": ""positive""}",9
5189,"Sensex rangebound ahead of Christmas holiday; Nifty50 holds 7,850","{""Sensex"": ""neutral"", ""Nifty50"": ""neutral""}",9
10439,"CERC order positive for Adani Power, Tata Power, say brokerages","{""Adani Power"": ""positive"", ""Tata Power"": ""positive"", ""CERC"": ""neutral""}",10
2745,"Yes Bank a good stock to invest: Rajesh Jain, Market Strategist","{""Yes Bank"": ""positive""}",11
7254,ETFs outpacing retail stock funds by wide margin,"{""ETF"": ""positive""}",8
3507,Copper futures down on weak global cues,"{""Copper futures"": ""negative""}",7
1680,Right time to get into ITC: Ashwani Gujral,"{""ITC"": ""positive""}",8
4250,"Limited upside seen in Texmaco & Kalindee: Ambareesh Baliga, Market Expert","{""Texmaco"": ""negative"", ""Kalindee"": ""negative""}",11
3148,"Nano price hike a good news for the company: Fayeza Hafizee, Intime Spectrum Securities Ltd","{""Intime Spectrum Securities Ltd"": ""neutral""}",15
8131,JP Infratech is a very very unique project of the country',"{""JP Infratech"": ""positive""}",11
7005,Copper recovers on global cues,"{""Copper"": ""positive""}",5
581,Have stock-specific view on consumer durables space: Hemindra Hazari,"{""consumer durables"": ""neutral""}",9
9663,Gold at 2-week low on easing of import curbs by RBI,"{""Gold"": ""negative""}",11
4071,Sell Hexaware with target price of Rs 109: Prakash Gaba,"{""Hexaware"": ""negative""}",10
3344,"NTPC: Execution delays, fuel availability key concerns","{""NTPC"": ""negative""}",7
7405,ABB India shares jump over 12% on good results,"{""ABB India"": ""positive""}",9
3673,"Broking firms lower earnings estimates for Nifty, Sensex companies","{""Nifty"": ""negative"", ""Sensex"": ""negative""}",9
560,Dollar steadies in Asian markets despite weak GDP data,"{""Dollar"": ""neutral""}",9
5238,"Britain's FTSE rallies, buoyed by banks and retail","{""FTSE"": ""positive"", ""banks"": ""positive"", ""retail"": ""positive""}",8
7806,Force Motors soars 4% post 65% jump in Q2 profits,"{""Force Motors"": ""positive""}",10
513,ABB relying on short-term orders to lower risk,"{""ABB"": ""neutral""}",8
1082,"Franklin Templeton buys record Rs 16,000-crore government securities in a day","{""Franklin Templeton"": ""neutral""}",11
1665,Kingfisher Airlines flies 20% higher on short unwinding,"{""Kingfisher Airlines"": ""positive""}",8
9205,Copper softens in futures trade on weak global cues,"{""Copper"": ""negative""}",9
1932,Blue Star will continue to do better: Sharmila Joshi,"{""Blue Star"": ""positive""}",9
10400,"Auto, realty and bank stocks gain on economic reforms hopes","{""Auto"": ""positive"", ""realty"": ""positive"", ""bank stocks"": ""positive""}",10
1151,NSEL Director Jignesh Shah quizzed again; focus now on broking firms,"{""NSEL"": ""neutral""}",11
2839,Jimmy Choo narrows IPO price range to 140-160 pence a share: Sources,"{""Jimmy Choo"": ""neutral""}",12
5950,What should investors expect from HDFC Q4 results?,"{""HDFC"": ""neutral""}",8
8309,"Dollar near 4-month high as data lifts sentiment, euro wary of ECB","{""Dollar"": ""positive""}",12
8933,Turmoil continues in the mutual fund industry,"{""mutual fund"": ""negative""}",7
10526,"BSE, NSE to suspend share trading of non-compliant companies","{""BSE"": ""neutral"", ""NSE"": ""neutral""}",9
5178,"NSE, BSE caution against trade in over 1900 securities","{""NSE"": ""neutral"", ""BSE"": ""neutral""}",9
831,DSK Developers launches Rs 200 crore public issue of debentures,"{""DSK Developers"": ""neutral""}",10
8312,Expect Maruti stocks to hold up with upcoming product launches: Pramod Gubbi,"{""Maruti"": ""positive""}",12
4753,Broader market likely to outperform; Nifty could further move up by 100-120 points: Ashwani Gujral,"{""Nifty"": ""positive""}",15
10495,"Sensex opens in red, oil & gas, FMCG, tech decline","{""Sensex"": ""negative"", ""oil & gas"": ""negative"", ""FMCG"": ""negative"", ""tech"": ""negative""}",10
10456,"Great Eastern Energy, Shemaroo IPOs among five cleared by Sebi","{""Great Eastern Energy"": ""neutral"", ""Shemaroo"": ""neutral"", ""Sebi"": ""neutral""}",10
636,Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",9
4466,"Promoters take biggest hit of Rs 5,500 crore in DLF share plunge","{""DLF"": ""negative""}",12
6800,"Infosys results, cues on banking reforms to dictate trends for markets next week","{""Infosys"": ""neutral""}",13
7988,Tech Mahindra may turn positive after 580 levels: Mitesh Thacker,"{""Tech Mahindra"": ""positive""}",10
7080,Dollar holds firm ahead of Fed meeting,"{""Dollar"": ""positive""}",7
6967,Wait and watch Monsanto: Sudip Bandyopadhyay,"{""Monsanto"": ""positive""}",6
4143,Bhushan Steel slips 5% on rating downgrade; down 60% since August,"{""Bhushan Steel"": ""negative""}",11
7028,Ashoka Buildcon shares surge over 15%,"{""Ashoka Buildcon"": ""positive""}",6
9184,Brokerages lower Nestle Indias target price on disappointing results,"{""Nestle India"": ""negative""}",9
877,ICICI not very expensive compared to previous cycle: Anish Damania,"{""ICICI"": ""neutral""}",10
4870,"HUL, TCS, Asian Paints, Lupin show resilience in a falling market: CLSA","{""HUL"": ""positive"", ""TCS"": ""positive"", ""Asian Paints"": ""positive"", ""Lupin"": ""positive"", ""CLSA"": ""neutral""}",12
5316,"European shares pause for breath, BoI sinks","{""European shares"": ""negative"", ""BoI"": ""negative""}",7
5223,"Sensex directionless, Nifty holds 7600; top 20 trading ideas","{""Sensex"": ""neutral"", ""Nifty"": ""neutral""}",9
5,"Market seeing patience, if not conviction: Prakash Diwan","{""Market"": ""neutral""}",8
3052,"Smallcap capital goods players stare at big opportunities, look attractive bets: Harendra Kumar","{""capital goods players"": ""positive""}",13
5692,Are markets overplaying Iraq factor? Most likely: Experts,"{""Iraq"": ""neutral""}",8
3125,Anil Ambani Group firm Reliance Infra Q3 net profit jumps 26% at Rs 450 crore,"{""Reliance Infra"": ""positive""}",15
2492,Alembic Pharma Q4 net profit rises 14.74% to Rs 70.33 crore,"{""Alembic Pharma"": ""positive""}",11
3855,Sistema chairman Vladimir Yevtushenkov's house arrest sends stocks crashing,"{""Sistema"": ""negative""}",9
4778,Revision in contract between RasGas and Petronet to benefit tile makers like Kajaria and Prism,"{""Kajaria"": ""positive"", ""Prism"": ""positive""}",15
9908,Sensex loses 305 points: Is it the start of a market meltdown?,"{""Sensex"": ""negative""}",12
7510,Genesys International shareholders' nod for raising Rs 150 cr,"{""Genesys International"": ""positive""}",9
6458,Battery companies an interesing prospect in the coming days: Ajay Bagga,"{""Battery companies"": ""neutral""}",11
6294,"GST isn't a disappointment for market: Gaurav Mehta, Ambit Capital","{""Ambit Capital"": ""neutral""}",10
1149,Nokia India appoints V Sembian as new head of Chennai factory,"{""Nokia India"": ""neutral""}",11
575,"Gold steady near $1,160; US dollar, data in focus","{""Gold"": ""neutral"", ""US dollar"": ""neutral""}",9
3770,"Koutons Retail: High debt, inventory to weigh on co","{""Koutons Retail"": ""negative""}",9
4147,"Bloodbath on Dalal Street, but do not short markets, say analysts","{""markets"": ""neutral""}",11
854,"FTIL, brokers fight to tell 'their side of the story'","{""FTIL"": ""neutral""}",10
10175,"Eros International, Mandhana Industries tank up to 6% after court's verdict on Salman Khan","{""Eros International"": ""negative"", ""Mandhana Industries"": ""negative""}",14
5920,Srei Infrastructure Finance  exploring' Diageo open offer,"{""Srei Infrastructure Finance"": ""neutral""}",8
9359,Unitech net profit slips to Rs 111.36 cr;stk down,"{""Unitech"": ""negative""}",9
6615,Southeast Asia stocks most higher; Philippines retreats after May export drop,"{""Southeast Asia stocks"": ""neutral"", ""Philippines"": ""neutral""}",11
6003,Chinese developers to suffer little from yuan devaluation: S&P,"{""yuan"": ""neutral"", ""S&P"": ""neutral""}",9
9164,Aviva stake buyers walk out of negotiations over valuations,"{""Aviva"": ""negative""}",9
4496,Sell Ultratech Cement with a stop loss of Rs 2500: Mitesh Thacker,"{""Ultratech Cement"": ""negative""}",12
8174,Opto Circuits Q4 net profit up 68% at Rs 111.05 crore,"{""Opto Circuits"": ""positive""}",11
6656,Chinese firm New Crystal Material Holdings appeals against Taiwan regulators over IPO,"{""New Crystal Material Holdings"": ""neutral""}",12
2369,OnMobile expects to raise Rs 47.6 crore through open offer,"{""OnMobile"": ""neutral""}",10
4781,"Absorb the upmove and then buy ICICI Bank, Crompton Greaves and L&T: Ajay Bodke","{""ICICI Bank"": ""positive"", ""Crompton Greaves"": ""positive"", ""L&T"": ""positive""}",14
7993,TV Today Network Q2 up 84% at Rs 24.31 crore,"{""TV Today Network"": ""positive""}",10
2951,"Aptech's roof on the upside is 115 to 117: Ashwani Gujral, Market Strategist","{""Aptech"": ""positive""}",13
5626,Rupee rules steady against dollar at 59.11,"{""Rupee"": ""neutral"", ""dollar"": ""neutral""}",7
6972,Maize futures gain 2.68 per cent,"{""Maize"": ""positive""}",6
8717,Switch out of Piramal: Deepak Mohoni,"{""Piramal"": ""negative""}",6
1842,Bharat' linked stocks can become multibaggers: Experts,"{""Bharat"": ""positive""}",7
5987,Bond market expects US Fed to wait till March,"{""US Fed"": ""neutral""}",9
538,Brokerages have mixed views on Wipro post Q4 results,"{""Wipro"": ""neutral""}",9
2807,Fiscal deficit of 4.8% GDP very prudent signal from govt: Axis Bank,"{""Axis Bank"": ""neutral""}",12
5802,"June 16, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",8
5597,NSE group firm launches Quality 30 index,"{""NSE"": ""neutral""}",7
7207,Amtek Auto shoots up 54% after management clarification,"{""Amtek Auto"": ""positive""}",8
7344,Regulatory steps will improve banking sector: BP Singh,"{""banking sector"": ""positive""}",8
7561,LIC stake in Axis Bank crosses 10 per cent,"{""LIC"": ""positive"", ""Axis Bank"": ""neutral""}",9
8097,Havells Q2 Net up 1 per cent to Rs 113 crore,"{""Havells"": ""positive""}",11
785,"Yuan flat, central bank signals stability with steady midpoint","{""Yuan"": ""neutral""}",9
1410,IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India,"{""IBJA"": ""neutral"", ""EY"": ""neutral""}",15
155,Sandip Bansal joins Religare Capital Markets,"{""Religare Capital Markets"": ""neutral""}",6
7807,"Force Motors, others surge on BSE revision of circuit limits","{""Force Motors"": ""positive"", ""BSE"": ""neutral""}",10
3010,"Mahindra & Mahindra lags forecast, Q4 net up 6.4% at Rs 606.5 cr","{""Mahindra & Mahindra"": ""positive""}",13
1687,"Trade long on infrastructure stocks: Devang Visaria, Devangvisaria.com","{""infrastructure stocks"": ""positive"", ""Devangvisaria.com"": ""neutral""}",8
4015,"Jaypee Group stocks plunge on high volumes, interest rate scenario","{""Jaypee Group"": ""negative""}",10
7456,CMC's Q3 profit rises 16% to Rs 70.54 crore,"{""CMC"": ""positive""}",9
3864,Sugar futures trade lower by 0.15% on higher supply,"{""Sugar futures"": ""negative""}",9
2734,Vedanta to merge subsidiary Cairn with itself to help ease debt,"{""Vedanta"": ""neutral"", ""Cairn"": ""neutral""}",11
1896,Recommend hold for HDFC Bank: Gaurang Shah,"{""HDFC Bank"": ""neutral""}",7
5443,Initiate trade on IDFC: Mitesh Thacker,"{""IDFC"": ""neutral""}",6
570,Force Motors Q3 net profit at Rs 9.99 crore,"{""Force Motors"": ""neutral""}",9
6710,MCX-SX: Sebi may soon pass order on FTIL's fit & proper status,"{""MCX-SX"": ""neutral"", ""Sebi"": ""neutral"", ""FTIL"": ""neutral""}",12
5855,PACL Bhangoo approaches SAT against Sebi recovery order,"{""PACL Bhangoo"": ""neutral"", ""SAT"": ""neutral"", ""Sebi"": ""neutral""}",8
1817,CIL net profit rises 7.85% in Q1,"{""CIL"": ""positive""}",7
10258,"Australian, New Zealand dollars slide vs sterling on early Scottish vote results","{""Australian"": ""negative"", ""New Zealand dollars"": ""negative"", ""sterling"": ""neutral""}",12
8320,Gillette India Q1 Net up 16.57 per cent at Rs 17.68 crore,"{""Gillette India"": ""positive""}",12
3395,Proceed cautiously in Larsen & Toubro: Jagdish Malkani,"{""Larsen & Toubro"": ""negative""}",8
3328,Avoid taking risks in pharma sector: Nitin Raheja,"{""pharma sector"": ""negative""}",8
10735,"Oil, global markets may weigh on Gulf","{""Oil"": ""neutral"", ""Gulf"": ""neutral""}",7
6103,MT Educare plans IPO for college campus in Karnataka,"{""MT Educare"": ""neutral""}",9
2976,FIIs' interest in India nears peak; top eight stocks from CLSA's model portfolio,"{""CLSA"": ""neutral""}",13
981,Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,"{""Sebi"": ""neutral"", ""UFO Moviez"": ""neutral""}",10
191,Seven rules for investing in penny stocks,"{""penny stocks"": ""neutral""}",7
9332,Sensex falls in-line with emerging markets; feels selling pressure,"{""Sensex"": ""negative""}",9
5089,"Hopeful of Tata Motors, Maruti in auto pack: Dimensions Consulting","{""Tata Motors"": ""positive"", ""Maruti"": ""positive"", ""Dimensions Consulting"": ""neutral""}",10
700,Satisfactory PAT nos from FMCG majors: Networth Stock Broking,"{""FMCG"": ""neutral"", ""Networth Stock Broking"": ""neutral""}",9
10496,"Sensex rangebound, Nifty below 8050; top fifteen stocks in focus","{""Nifty"": ""negative"", ""Sensex"": ""neutral""}",10
607,Jyotivardhan Jaipuria leads exit of senior analysts at BofA-ML,"{""BofA-ML"": ""neutral""}",9
302,Lux Industries lists on NSE at Rs 3342.05,"{""Lux Industries"": ""neutral""}",8
3421,Crisil sees Indian companies' EBITDA margins bottoming out,"{""Indian companies"": ""negative"", ""Crisil"": ""neutral""}",8
10543,European stock slip at open; London FTSE down 0.21%,"{""European stock"": ""positive"", ""London FTSE"": ""positive""}",9
1061,"D-St upset with AAP populist measures, sees no threat to BJP","{""D-St"": ""neutral""}",11
3445,Gold futures decline 0.23% on profit-booking; global cues,"{""Gold"": ""negative""}",8
1070,European Central Bank could fix euro zone flaw with risk-free bond,"{""European Central Bank"": ""neutral""}",11
2206,Cera Sanitaryware Q3 net up 50.18% at Rs 16.16 crore,"{""Cera Sanitaryware"": ""positive""}",10
9436,Eyes on euro zone inflation after Fed tempers dollar rally,"{""euro"": ""negative""}",10
7340,Recommend slow accumulation into IT sector: Harendra Kumar,"{""IT sector"": ""positive""}",8
8209,Shalimar Paints Q2 increases 48.02 per cent to Rs 4.13 crore,"{""Shalimar Paints"": ""positive""}",11
7680,Twitter shares spike as 4Q results fly above expectations,"{""Twitter"": ""positive""}",9
4643,Lakshmi Vilas Bank Q3 net down 76% at Rs 7.42 crore on bad loans,"{""Lakshmi Vilas Bank"": ""negative""}",14
7684,Uflex shares rally nearly 9% post good Q2 show,"{""Uflex"": ""positive""}",9
9008,"Europe subdued, Russia shares tumble on new sanctions","{""Europe"": ""negative"", ""Russia"": ""negative""}",8
7997,Urad climbs by Rs 500 per quintal on tight supply,"{""Urad"": ""positive""}",10
5601,Oberoi Realty IPO price-band quite stretched: Swastika,"{""Oberoi Realty"": ""neutral""}",7
9152,"2014 will remain challenging for Indian banks, say analysts","{""Indian banks"": ""negative""}",9
7023,Brokerage stocks looking good: Hemen Kapadia,"{""Brokerage stocks"": ""positive""}",6
4894,Federal Bank and Karnataka Bank safe bets in PSU banks: Mehraboon Irani,"{""Federal Bank"": ""positive"", ""Karnataka Bank"": ""positive""}",12
226,Network18 names Anuj Gandhi as Group distribution director,"{""Network18"": ""neutral""}",8
3355,New Zealand dollar slips to five-month low,"{""New Zealand dollar"": ""negative""}",7
5896,SEBI lets IDR holders convert 25% into equity,"{""SEBI"": ""neutral""}",8
8755,Commodities market comes back to bite,"{""Commodities market"": ""negative""}",6
