S No.,Title,Decisions,Words
7565,"M&M is a buy: Seshadri Bharathan, KSEMA Fincon Ltd","{""M&M"": ""positive"", ""KSEMA Fincon Ltd"": ""neutral""}",9
921,Next few years need stable FDI flows:  JP Morgan,"{""JP Morgan"": ""neutral""}",10
9812,Bata India Q2 net down 4.14 per cent at Rs 59.37 crore,"{""Bata India"": ""negative""}",12
6641,"Anil Manghnani, Director, Modern Shares and Stockbrokers Limited talks about performing stocks","{""Modern Shares and Stockbrokers Limited"": ""neutral""}",12
7695,Vistaar Finance raises Rs 160 crore in fresh funding,"{""Vistaar Finance"": ""positive""}",9
8231,Stimulus efforts to lift silver assets  ETFs to a record,"{""silver"": ""positive""}",11
7127,"M&M, a strong long-term bet: Avinash Gorakshekar","{""M&M"": ""positive""}",7
4279,Pressure on margins amidst intensifying competition in store for Colgate Palmolive,"{""Colgate Palmolive"": ""negative""}",11
2984,HCL Technologies hits 52-week high post Q3 results; logs 20% gain in 2013,"{""HCL Technologies"": ""positive""}",13
131,SCI ex-chairman S Hajara joins Doehle Danautic India,"{""SCI"": ""neutral"", ""Doehle Danautic India"": ""neutral""}",8
7981,Supreme Industries Q3 net up 38.67% at Rs 75.83 crore,"{""Supreme Industries"": ""positive""}",10
2668,Quality stocks likely to keep outperforming in H1 2014: Prashasta Seth,"{""Quality stocks"": ""positive""}",11
7139,"Overseas cues, spot demand lift nickel futures","{""nickel"": ""positive""}",7
3224,Jet Airways trims losses in Q1; stock gains,"{""Jet Airways"": ""positive""}",8
9375,"ADAG stocks plummet further, RCOM hits record low on BSE","{""ADAG"": ""negative"", ""RCOM"": ""negative"", ""BSE"": ""neutral""}",10
7694,VIP Industries shares spike post stellar Q2 earnings show,"{""VIP Industries"": ""positive""}",9
5393,Sebi notifies norms for research analysts,"{""Sebi"": ""neutral""}",6
615,Limited options in banking space to pick: Harendra Kumar,"{""banking space"": ""neutral""}",9
10648,"Dow hits intraday high, boosted by Citi, deals","{""Dow"": ""positive"", ""Citi"": ""positive""}",8
1467,"Jim Rogers sees money in wind, solar power","{""wind"": ""positive"", ""solar power"": ""positive""}",8
4498,Short sell Reliance Capital in case of a sell off: Deepak Mohoni,"{""Reliance Capital"": ""negative""}",12
3043,"Rajasthan mining approval from Supreme Court, right investments prop up Birla Corp stock","{""Birla Corp"": ""positive""}",13
9127,TCS: New layer to oversee verticals; stock down,"{""TCS"": ""negative""}",8
2420,Rupee rises most among EM currencies since August 2013 low,"{""Rupee"": ""positive""}",10
5086,Go for Glenmark Pharma than Ranbaxy or Wockhardt: Jagannadham Thunuguntla,"{""Glenmark Pharma"": ""positive"", ""Ranbaxy"": ""neutral"", ""Wockhardt"": ""neutral""}",10
3295,"SBI net slumps 99% on bad loans, pensions","{""SBI"": ""negative""}",8
6738,Rupee will continue to stay in 60 to 63 range: Arindam Ghosh,"{""Rupee"": ""neutral""}",12
1501,Sun Pharmas stocks surge after merger with Taro,"{""Sun Pharma"": ""positive"", ""Taro"": ""neutral""}",8
9019,GAIL slips nearly 2% after explosion at pipeline,"{""GAIL"": ""negative""}",8
1522,SMX records turnover of over $ 100 billion,"{""SMX"": ""positive""}",8
9811,Axis Bank slips over 3% as SUUTI plans to offload 9% stake,"{""Axis Bank"": ""negative"", ""SUUTI"": ""neutral""}",12
4233,"India Cement shares weighed down by promoter N Srinivasan travails, inventory","{""India Cement"": ""negative""}",11
7687,"United Breweries: Input costs, TN show key to profitability","{""United Breweries"": ""positive""}",9
8821,Copper futures fall 0.20% on global cues,"{""Copper"": ""negative""}",7
4431,Karur Vysya Bank Q3 Net down 5.5 pc at Rs 106.82 crore,"{""Karur Vysya Bank"": ""negative""}",12
391,Financial Technologies appears befor Sebi in MCX-SX case,"{""Financial Technologies"": ""neutral"", ""Sebi"": ""neutral""}",8
10602,"Aviation, retail shares likely to attract more demand: Experts","{""Aviation"": ""positive"", ""retail shares"": ""positive""}",9
7125,"Like Orient paper: Harendra Kumar, Elara Capital","{""Orient paper"": ""positive"", ""Elara Capital"": ""neutral""}",7
5914,Shed off weight in banking stocks: IV Subramanium,"{""banking stocks"": ""negative""}",8
8593,Venus Remedies shares surge nearly 14% intraday as company announces issue of equity shares,"{""Venus Remedies"": ""positive""}",14
4807,"ITC falls as CS, CLSA cut target price to Rs 310 post Q4 earnings","{""ITC"": ""negative"", ""CLSA"": ""neutral""}",14
10486,"Prefer Bajaj, Hero MotoCorps in the two-wheeler sector: Prakash Diwan","{""Bajaj"": ""positive"", ""Hero MotoCorps"": ""positive""}",10
8239,"Techno Electric's Q1 FY13 PAT at Rs 40.7 crore, up 24%","{""Techno Electric"": ""positive""}",11
8045,Can expect ICICI bank to scale up further : Rajat Bose,"{""ICICI bank"": ""positive""}",11
10520,"Asian markets, US bond yields fall on growth concerns","{""Asian markets"": ""negative"", ""US bond"": ""negative""}",9
3994,"Hyundai Motors shares slips 10%, lowest in nearly 5 years","{""Hyundai Motors"": ""negative""}",10
10275,"IDBI, Canara Bank, SBI seen in talks to sell CARE Ratings stake","{""CARE Ratings"": ""negative"", ""IDBI"": ""neutral"", ""Canara Bank"": ""neutral"", ""SBI"": ""neutral""}",12
6610,Shareholders give LSE green light for $2.7 billion Frank Russell deal,"{""LSE"": ""neutral""}",11
5320,"Hong Kong shares end flat, Kunlun jumps","{""Kunlun"": ""positive"", ""Hong Kong shares"": ""neutral""}",7
10583,Sensex falls over 200 points; Nifty slips below 200-DMA,"{""Sensex"": ""negative"", ""Nifty"": ""negative""}",9
7120,Jefferies upgrades Jubliant Foodworks ahead of results,"{""Jubliant Foodworks"": ""positive"", ""Jefferies"": ""neutral""}",7
2422,Samvat survey: D-Street sees Sensex at 33k by next Diwali,"{""Sensex"": ""neutral""}",10
5605,Omnitech Infosolutions bets big on RTGS implemetations,"{""Omnitech Infosolutions"": ""neutral""}",7
1751,GAIL to benefit most from RasGas price tweak,"{""GAIL"": ""positive""}",8
9703,Lloyds loses attempt to buy back bonds and save $1.5 billion,"{""Lloyds"": ""negative""}",11
10453,"Funds buy banks, pharma in May as valuations turn attractive","{""banks"": ""positive"", ""pharma"": ""positive""}",10
339,"Indian market retains trillion-dollar tag, for now","{""Indian market"": ""neutral""}",7
8408,"Shriram Transports bond issue a big hit,  mops Rs 1,567 crore","{""Shriram Transports"": ""positive""}",12
1342,"Jet-Etihad deal: Taking 'control' in listed firms would need open offer, says Sebi","{""Jet"": ""neutral"", ""Etihad"": ""neutral""}",13
10268,"Cobrapost impact: ICICI Bank, HDFC Bank, Axis Bank fall on penalty woes","{""ICICI Bank"": ""negative"", ""HDFC Bank"": ""negative"", ""Axis Bank"": ""negative""}",12
7983,Swaraj Engines share price surges as company announces 330% dividend,"{""Swaraj Engines"": ""positive""}",10
3641,Ashok Leyland Q3 net loss at Rs 167 crore,"{""Ashok Leyland"": ""neutral""}",9
330,What brokerages are expecting from Infosys Q4 results,"{""Infosys"": ""neutral""}",8
9885,"Rupee tumbles to over 7-month low, down 42 paise vs US dollar","{""Rupee"": ""negative""}",12
3005,Larger part of story for Mahindra & Mahindra remains intact: KR Choksey Securities,"{""Mahindra & Mahindra"": ""positive"", ""KR Choksey Securities"": ""neutral""}",13
6961,Nalco reports record turnover in 2012-13,"{""Nalco"": ""positive""}",6
4091,Tata Communications slips over 2 per cent post Q4 results,"{""Tata Communications"": ""negative""}",10
2323,LG Electronics shares surge on speculation of Google stake buy,"{""LG Electronics"": ""positive""}",10
6668,Don't see much of an upside for RIL going forward: Harendra Kumar,"{""RIL"": ""neutral""}",12
7010,"Cognizant beats St, net zooms 43%","{""Cognizant"": ""positive""}",6
4198,"F & O Tracker: Short Nifty around 6300, buy ATM Calls","{""Nifty"": ""negative""}",11
3550,Morgan Stanley slashes Brent price forecasts,"{""Brent"": ""negative"", ""Morgan Stanley"": ""neutral""}",6
8364,"MFs dominate among 20 buyers of Rs 1,000 crore Tech Mahindra shares","{""Tech Mahindra"": ""positive""}",12
4204,Financial Technologies slips nearly 5% on delay in MCX stake sale,"{""Financial Technologies"": ""negative""}",11
10018,Would not want to buy Nifty for a target of 6750: Sandeep Wagle,"{""Nifty"": ""negative""}",13
9620,Chilli teja futures down 1.55 per cent on muted spot demand,"{""Chilli teja"": ""negative""}",11
6186,State government companies lure PFs with high-return bond issues,"{""State government companies"": ""neutral""}",9
1640,Mastek shares surge 9.5% ahead of buyback proposal,"{""Mastek"": ""positive""}",8
9131,Tough to curb rubber futures volatility: Expert Committee,"{""rubber"": ""negative""}",8
61,Thyrocare Technologies Limited files draft IPO papers,"{""Thyrocare Technologies Limited"": ""neutral""}",7
1241,Forward Markets Commission asks bourses not to charge audit fee from members,"{""Forward Markets Commission"": ""neutral""}",12
5761,Fiat Chrysler crowns merger with Wall Street debut,"{""Fiat Chrysler"": ""neutral""}",8
5137,"SPARC, Sun Pharma slide as USFDA rescinds approval to drug","{""SPARC"": ""negative"", ""Sun Pharma"": ""negative"", ""USFDA"": ""neutral""}",10
2344,Mid-sized IT firms may post moderate growth in June quarter,"{""Mid-sized IT firms"": ""positive""}",10
2121,Spicejet surges over 3 pc on stake sale report,"{""Spicejet"": ""positive""}",9
1525,Brokerspicks: Nomura reiterates Buy on Sintex Industries,"{""Sintex Industries"": ""positive"", ""Nomura"": ""neutral""}",7
7618,Rajesh exports hits new high on asset buy buzz,"{""Rajesh exports"": ""positive""}",9
154,Religare Securities launches virtual stock trading platform,"{""Religare Securities"": ""neutral""}",7
482,Bank Nifty may consolidate: Mitesh Thacker,"{""Bank Nifty"": ""neutral""}",6
6123,Onno Ruhl appointed World Bank Country Director for India,"{""World Bank"": ""neutral"", ""India"": ""neutral""}",9
7675,Telcos surge as brokerages turn bullish post spectrum auction,"{""Telcos"": ""positive""}",9
7102,Hexaware: Higher order inflows step up expectations,"{""Hexaware"": ""positive""}",7
1763,Steady growth signs lift European stocks and bonds,"{""European stocks and bonds"": ""positive""}",8
8943,Zinc futures soften 0.67% on global cues,"{""Zinc"": ""negative""}",7
7716,Allowing foreign investment in stock markets helped economy :Eswar Prasad,"{""stock markets"": ""positive""}",10
9771,Southeast Asian stocks falls as Singapore index touched a four-month low,"{""Southeast Asian stocks"": ""negative""}",11
7480,Engineers India get 'Navratna' status; stock gains over 3%,"{""Engineers India"": ""positive""}",9
6213,Valiant Capital values Shriram Housing at Rs 750 cr,"{""Valiant Capital"": ""neutral"", ""Shriram Housing"": ""neutral""}",9
4854,"PSUs, banks to benefit most from a stable government post elections: Dipan Mehta","{""PSUs"": ""positive"", ""banks"": ""positive""}",13
2712,"Sundaram Finance is a strong buy: Paras Adenwala, Capital Portfolio Advisors","{""Sundaram Finance"": ""positive"", ""Capital Portfolio Advisors"": ""neutral""}",11
6767,2 years of Rajan: Analysts give 4.3 out of 5 to RBI governor,"{""RBI"": ""neutral""}",13
4151,"Brent falls below $113, set for biggest weekly drop since January","{""Brent"": ""negative""}",11
1334,Hindustan Unilever Q3 PAT seen up 8% at Rs 871 crore; stock down,"{""Hindustan Unilever"": ""neutral""}",13
10122,"LinkedIn, Facebook post massive gains: This time, it's social media sending Nasdaq to brink of 2000 high","{""LinkedIn"": ""positive"", ""Facebook"": ""positive"", ""Nasdaq"": ""positive""}",17
8379,Oil jumps 3 per cent to $63 as energy firms slash investments,"{""Oil"": ""positive""}",12
9329,"Select edible oils fall on sluggish demand, global cues","{""edible oils"": ""negative""}",9
10101,Surge in sales volume of products linked to Indian equities can threaten NSE's pricing power: Experts,"{""NSE"": ""negative""}",16
10442,"Copper, aluminium at 6 year low on slowing Chinese growth","{""Copper"": ""negative"", ""aluminium"": ""negative""}",10
9815,Ceat drops by over 6 pc on BSE after disappointing FY11 nos,"{""Ceat"": ""negative"", ""BSE"": ""neutral""}",12
3851,"Shortsell ICICI Bank: CK Narayan, Growth Avenues Asset Advisors","{""ICICI Bank"": ""negative"", ""Growth Avenues Asset Advisors"": ""neutral""}",9
8341,"India's position better than other emergings markets: Arindam Ghosh, BlackRidge Capital Advisors","{""BlackRidge Capital Advisors"": ""neutral""}",12
4125,ACC net profit dips 31 pc to Rs 1077.53cr in 2010,"{""ACC"": ""negative""}",11
9648,Experts expect rupee to fall against dollar despite Moodys rate lift,"{""rupee"": ""negative"", ""Moodys"": ""neutral""}",11
4789,"Secular prediction for pharma space difficult, Cadila's correction not a surprise: P Phani Sekhar","{""pharma space"": ""negative"", ""Cadila"": ""negative""}",14
2867,"Nifty's upward move about to resume: Sandeep Wagle, APTART Technical Advisory Services","{""Nifty"": ""positive"", ""APTART Technical Advisory Services"": ""neutral""}",12
1387,Meera Sanyal to quit Royal Bank of Scotland for a full-time career in politics,"{""Royal Bank of Scotland"": ""neutral""}",14
5942,Vedanta appoints Mukesh Bhavnani as Group Legal Counsel,"{""Vedanta"": ""neutral""}",8
3068,"Yen gains on safety play, euro edges away from 9-year lows vs dollar","{""Yen"": ""positive"", ""euro"": ""positive"", ""dollar"": ""neutral""}",13
9747,REI Agro slumps over 6% on media report about RBI queries,"{""REI Agro"": ""negative""}",11
3630,Recommend to hold Cipla: Mayuresh Joshi,"{""Cipla"": ""neutral""}",6
10376,"Sensex reclaims 27000, Nifty holds 8100; top ten stocks in focus","{""Sensex"": ""positive"", ""Nifty"": ""neutral""}",11
9633,Den Networks Q2 down 28.24 per cent at Rs 11.18 crore,"{""Den Networks"": ""negative""}",11
3029,"Operating leverage will flow in for logistic companies, if economy improves: Dhiraj Sachdev","{""logistic companies"": ""positive""}",13
2970,Economic revival for Concor anticipated; limited upside for stock seen in short term,"{""Concor"": ""neutral""}",13
8647,YES Bank Q4 net up 33 pc at Rs 362.15 cr; declares 60 pc dividend,"{""YES Bank"": ""positive""}",15
6137,PSU banks showing some signs of life: Ajay Bodke,"{""PSU banks"": ""neutral""}",9
8802,Book profits in OMC stocks: Ambareesh Baliga,"{""OMC stocks"": ""negative""}",7
4264,NZ dollar hits 1-year low after central bank chief's FX comments,"{""NZ dollar"": ""negative""}",11
646,NMDC offers RINL ex-CMD AP Choudhary full-time advisor post,"{""NMDC"": ""neutral"", ""RINL"": ""neutral""}",9
10387,Valuation gap between mid and largecap IT stocks to narrow: Chokkalingam,"{""mid and largecap IT stocks"": ""neutral""}",11
2075,Polaris Q4 net up 3.6% to Rs 45.41 crore,"{""Polaris"": ""positive""}",9
342,IIFL Commodities behind NSEL defamation notice?,"{""IIFL Commodities"": ""neutral"", ""NSEL"": ""neutral""}",6
8042,BUY' Voltas Ltd with a target of Rs 365 :Ashwani Gujral,"{""Voltas Ltd"": ""positive""}",11
1623,Mundra Port a good buying opportunity: Deepak Mohoni,"{""Mundra Port"": ""positive""}",8
7142,Prabhudas Lilladher puts 'accumulate' on KPIT Cummins,"{""KPIT Cummins"": ""positive"", ""Prabhudas Lilladher"": ""neutral""}",7
5797,"January 23, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral"", ""rupee"": ""neutral""}",8
7185,Vodafone leads Britain FTSE to six-week high,"{""Vodafone"": ""positive"", ""FTSE"": ""positive""}",7
8233,Surya Roshni Q1 net profit up 22% at Rs 12 crore,"{""Surya Roshni"": ""positive""}",11
5476,Asian markets: Tokyo stocks open flat,"{""Asian market"": ""neutral"", ""Tokyo stocks"": ""neutral""}",6
9956,"DLF's ratings likely to fall post ban, ratings firms to take a call","{""DLF"": ""negative""}",13
75,Sugar ends quiet amid sufficient stock positions,"{""Sugar"": ""neutral""}",7
10639,"Copper, lead strengthen on global cues, spot demand","{""Copper"": ""positive"", ""lead"": ""positive""}",8
8634,PTC India Financial Services  reports 91% jump in Q4 profit to Rs 46.36 crore,"{""PTC India Financial Services"": ""positive""}",15
9932,AI registers loss of Rs 1791 cr in 1st quarter of this fiscal,"{""AI"": ""negative""}",13
2052,Moser Baer near 3-yr high on preferential share issue,"{""Moser Baer"": ""positive""}",9
2542,"Consumer cos will see more consistent growth: David Pezarkar, Daiwa AMC","{""Consumer cos"": ""positive"", ""Daiwa AMC"": ""neutral""}",11
1302,Waiting to see initiatives from the government for PSU banks: Pramod Gubbi,"{""PSU banks"": ""neutral""}",12
5878,Recommend wait and watch for Wockhardt: Sudip Bandyopadhyay,"{""Wockhardt"": ""neutral""}",8
7369,SRS Ltd posts 54% rise in quarterly income,"{""SRS Ltd"": ""positive""}",8
1305,A look at how Federal Reserve decision is going to affect Dalal Street,"{""Dalal Street"": ""neutral""}",13
8429,Tobacco stocks surge up to 13% on reports of cigarette price hike,"{""Tobacco stocks"": ""positive""}",12
9784,TVS Motors: Slowdown in the two-wheeler industry hits revenues and margins,"{""TVS Motors"": ""negative"", ""two-wheeler industry"": ""negative""}",11
2600,IIFCL FY11 net rises by 61 pc to Rs 262.28 cr,"{""IIFCL"": ""positive""}",11
2574,GlaxoSmithKline FY10 net profit up 10.37 pc to Rs 560.57 cr,"{""GlaxoSmithKline"": ""positive""}",11
3187,Stop above 137 on Reliance Communications could give money on the short side:  Prakash Gaba,"{""Reliance Communications"": ""positive""}",16
2769,Astral Poly rocks D-Street by rallying over 3400% in last 5 years,"{""Astral Poly"": ""positive""}",12
4832,"Bata, Max India good stocks to add in a defensive pack: Kunj Bansal","{""Bata"": ""positive"", ""Max India"": ""positive""}",13
4224,Hedge fund big bets on energy companies pummeled in third quarter,"{""energy companies"": ""negative""}",11
10383,South Korea shares and won steady ahead of Fed policy meeting,"{""South Korea shares"": ""neutral"", ""won"": ""neutral""}",11
2107,Sea TV Network debuts 20 pc higher on BSE,"{""Sea TV Network"": ""positive""}",9
2680,Reliance Industries stock on the rise despite Arvind Kejriwal's repeated attacks,"{""Reliance Industries"": ""positive""}",11
1388,Motilal Oswal expects DLF to get re-rated on policy reforms & favorable macro trends,"{""Motilal Oswal"": ""neutral"", ""DLF"": ""neutral""}",14
9614,"Brent falls below $103 on higher Libyan output, lower geopolitical risk","{""Brent"": ""negative""}",11
10393,"ABB, BHEL better than L&T at the moment: Deepak Mohoni","{""ABB, BHEL"": ""positive"", ""L&T"": ""neutral""}",10
7084,Eros gains ahead of rival Shemaroo's IPO,"{""Eros"": ""positive"", ""Shemaroo"": ""neutral""}",7
1280,Rural Electrification Corp to raise Rs 700 crore via tax free bonds,"{""Rural Electrification Corp"": ""neutral""}",12
805,Bourses ask cos to strictly comply with 'trading window' rules,"{""Bourses"": ""neutral""}",10
1556,Rupee hits 11-month high; RBI intervention in focus,"{""Rupee"": ""positive""}",8
10206,Nikkei falls as yen bounces after Swiss jolt; down for a third week,"{""yen"": ""positive"", ""Nikkei"": ""negative""}",13
4567,HC refuses to stay FMC order asking FTIL to cut stake in MCX,"{""FTIL"": ""negative""}",13
10403,China Yuan edges lower on Dollar demand for dividend payments,"{""Dollar"": ""positive"", ""China Yuan"": ""negative""}",10
4842,"Focus on export-oriented sectors; tech, pharma and private banks top picks: Dipan Mehta","{""tech"": ""positive"", ""pharma"": ""positive"", ""private banks"": ""positive"", ""export-oriented sectors"": ""positive""}",13
3595,Aluminium futures soften 0.16% on global cues,"{""Aluminium futures"": ""negative""}",7
6036,Financial sector accounts for bulk of corporate bond issuances,"{""Financial sector"": ""neutral""}",9
6853,MSCI move to include Hong Kong-China ADRs in EM index may hit Indian stocks,"{""MSCI"": ""neutral""}",14
8706,"Fresh bout of liquidity on the rupee could weaken it further: Prakash Diwan, Asit C. Mehta Investment Intermediates Ltd.","{""rupee"": ""negative"", ""Asit C. Mehta Investment Intermediates Ltd."": ""neutral""}",19
4178,Cyient cracks on reports PE firm Carlyle may offload 10% stake,"{""Cyient"": ""negative"", ""Carlyle"": ""neutral""}",11
1309,Bank stocks have to participate in rally to take market higher: Ashwani Gujral,"{""Bank stocks"": ""neutral""}",13
9107,Sensex plunges over 426 points in global sell-off,"{""Sensex"": ""negative""}",8
3453,Global markets cautious ahead of US payrolls data,"{""Global markets"": ""negative""}",8
3696,"Crudes slide continues, oil companies' shares fall in sync","{""Crudes"": ""negative""}",9
4243,JBF Industries Q1 net profit falls 60% to Rs 4 crore,"{""JBF Industries"": ""negative""}",11
2199,bullish on IT for whole of this year: Anand Tandon,"{""IT"": ""positive""}",10
8967,Blended fuel could add to pressure on cane,"{""cane"": ""negative"", ""Blended fuel"": ""neutral""}",8
4426,Is the damage over on Bank Nifty? Strategies to tide over weakness,"{""Bank Nifty"": ""negative""}",12
6151,"Richard Merwe appointed MD, vice chairman of Bayer CropScience","{""Bayer CropScience"": ""neutral""}",9
944,Pawan Munjal elevated as new Vice Chairman in Hero Motocorp,"{""Hero Motocorp"": ""neutral""}",10
823,Cos listed on VSEL to move on BSE dissemination board,"{""VSEL"": ""neutral"", ""BSE"": ""neutral""}",10
5006,"Sensex tests 27,000, Nifty trading below 8100; top 20 trading ideas","{""Nifty"": ""negative"", ""Sensex"": ""neutral""}",11
6613,"SIC Global launches Stockal, Indias first mobile-based platform for global investments","{""SIC Global"": ""neutral""}",11
8357,Koutons Retail Q3 profit up 18.63 per cent at Rs 15.79 cr,"{""Koutons Retail"": ""positive""}",12
5620,Reliance Industries: Expect a flat earnings growth,"{""Reliance Industries"": ""neutral""}",7
4548,Component mix may impact some auto ancillary stocks more than others: Deepak Shenoy,"{""auto ancillary stocks"": ""neutral""}",13
2539,Commexes turnover jumps by 54% till Mar 15 of this fiscal,"{""Commexes"": ""positive""}",11
9504,Mindtree Q4 net profit falls 8.6% at Rs 129 crore,"{""Mindtree"": ""negative""}",10
5208,"Dhanteras gold, silver sales to surge on lower prices","{""gold"": ""positive"", ""silver"": ""positive""}",9
10236,"Recent fall in private banking stocks unjustified; prefer Axis, ICICI Bank: Mayuresh Joshi","{""Axis"": ""positive"", ""ICICI Bank"": ""positive""}",13
9696,JB Chemicals & Pharmaceuticals stock tanks on brand sale to J&J,"{""JB Chemicals & Pharmaceuticals"": ""negative""}",11
3055,"Spice Mobility to invest Rs 1,000 crore for expansion this fiscal; stock up","{""Spice Mobility"": ""positive""}",13
3676,Capital goods stocks may lead markets down: Ashwani Gujral,"{""Capital goods stocks"": ""negative""}",9
7777,DCM Shriram Q4 net marginally up at Rs 82.80 crore,"{""DCM Shriram"": ""positive""}",10
7219,Beginning of pre-budget rally on Nifty: Ashwani Gujral,"{""Nifty"": ""positive""}",8
6723,Oil companies to give mixed results for the fourth quarter of FY13,"{""Oil companies"": ""neutral""}",12
3301,Rupee leads Asia forex slide on profit-taking,"{""Rupee"": ""negative"", ""Asia forex"": ""negative""}",7
3311,Rouble's woes spread to other ex-Soviet currencies,"{""Rouble"": ""negative""}",7
7222,Binani Cement zooms 19 pc on delisting move,"{""Binani Cement"": ""positive""}",8
8520,"RCom rallies 20% in April; more deals will lead to re-rating, say brokerages","{""RCom"": ""positive""}",13
5955,Yogesh Munjal to quit Hero stake for Showa,"{""Showa"": ""positive"", ""Hero"": ""negative""}",8
833,ECB says forex benchmark rates compiled on too narrow basis,"{""ECB"": ""neutral""}",10
3463,Bearish on FMCG: IV Subramaniam,"{""FMCG"": ""negative""}",5
7644,Shoppers Stop Q2 net jumps to Rs 16 crore,"{""Shoppers Stop"": ""positive""}",9
55,TV Today Q2 profit at Rs 12.83 crore,"{""TV Today"": ""neutral""}",8
3452,GMR Group under CBI lens,"{""GMR Group"": ""negative"", ""CBI"": ""neutral""}",5
6306,India likely to issue new 10-year bond in June: sources,"{""India"": ""neutral""}",10
1482,Torrent Power gains on hopes of cheap gas,"{""Torrent Power"": ""positive""}",8
4874,"Major increase in support price for paddy, moong, tur & urad likely","{""paddy"": ""positive"", ""moong"": ""positive"", ""tur"": ""positive"", ""urad"": ""positive""}",12
8039,"Bulls on the rampage, tailwinds take FMCG, pharma to fresh highs","{""FMCG"": ""positive"", ""pharma"": ""positive""}",11
3336,"Investors take cover amid Russia crisis, oil slide","{""oil"": ""negative"", ""Russia"": ""negative""}",8
6017,Did FIIs get a whiff of the Daiichi sale?,"{""Daiichi"": ""neutral""}",9
4927,"Textile, pharma the only broad stories we are focusing on: Deepak Shenoy","{""Textile"": ""positive"", ""pharma"": ""positive""}",12
9139,Venezuelas vote for change has Indian pharma jittery,"{""Indian pharma"": ""negative""}",8
5798,"January 31, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral"", ""rupee"": ""neutral""}",8
10572,Prefer LIC Housing Finance from NBFC space: Gaurav Mehta,"{""LIC Housing Finance"": ""positive"", ""NBFC space"": ""neutral""}",9
5084,"Glenmark, Aurobindo should be part of core portfolio: Ajay Bodke","{""Glenmark"": ""positive"", ""Aurobindo"": ""positive""}",10
6646,Bill Gross' Janus Global Unconstrained Bond posts $11.7 million outflow in May,"{""Janus Global Unconstrained Bond"": ""neutral""}",12
5491,Will the Nifty start moving upward?,"{""Nifty"": ""neutral""}",6
769,Vishal Sikka to outline strategy at Infosys' Q2 results,"{""Infosys"": ""neutral""}",9
2066,Oracle Financial net profit at Rs 1111 cr;stock surges,"{""Oracle Financial"": ""positive""}",9
10221,"Citigroup, HSBC Securities, UBS Securities among 5 bankers to manage ONGC share sale","{""Citigroup"": ""neutral"", ""HSBC Securities"": ""neutral"", ""UBS Securities"": ""neutral"", ""ONGC"": ""neutral""}",13
7312,NIIT Technologies Q3 revenue in line with expectations,"{""NIIT Technologies"": ""positive""}",8
8478,"Gallant Ispat should move up for few days: Avinash Gorakshekar, Anagram Capital Ltd","{""Gallant Ispat"": ""positive"", ""Anagram Capital Ltd"": ""neutral""}",13
4525,Vote on account 2014 will not move the markets much: Credit Suisse,"{""Credit Suisse"": ""neutral""}",12
2718,"Technology sector is a safe bet: Manish Sonthalia, Motilal Oswal Securities","{""Technology sector"": ""positive"", ""Motilal Oswal Securities"": ""neutral""}",11
2080,Private banks and NBFCs are good investments: Nitin Raheja,"{""Private banks"": ""positive"", ""NBFCs"": ""positive""}",9
8915,Select base metals drop on global cues,"{""base metals"": ""negative""}",7
952,Public offer discounts should be given at bidding time: SEBI,"{""SEBI"": ""neutral""}",10
8059,Commexes turnover to cross Rs 112 lakh crore in 2010-11 fiscal,"{""Commexes"": ""positive""}",11
2483,4930 would be the level to watch out for: BNP Paribas,"{""BNP Paribas"": ""neutral""}",11
9182,"Brent steady under $109, set for second weekly loss","{""B"": ""negative""}",9
1760,Facebook rally has analysts gasping for breath,"{""Facebook"": ""positive""}",7
4423,Infinite Comp slips over 35% in two days on poor FY16 guidance,"{""Infinite Comp"": ""negative""}",12
6705,Lok Sabha Speaker Sumitra Mahajan brother Arun Sathe appointed on Sebi board,"{""Sebi"": ""neutral""}",12
5183,"Q3 Corporate Earning: State Bank of India, M&M, HCL","{""State Bank of India"": ""neutral"", ""M&M, HCL"": ""neutral""}",9
8534,Upcoming festive season likely to augur well for the retail sector: Sudip Bandyopadhyay,"{""retail sector"": ""positive""}",13
3702,DLF IPO disclosure case: Sebi imposes Rs 85-crore penalties,"{""DLF"": ""negative""}",9
4244,"Jignesh Shah, aide Shreekant Javalgekar held in Rs 5,600-crore NSEL scam","{""NSEL"": ""negative""}",11
689,Revise Tata Consultancy Services target to Rs 1152: Kotak,"{""Tata Consultancy Services"": ""neutral""}",9
3433,Groundnut oil prices decline on lower demand,"{""Groundnut oil"": ""negative""}",7
4945,"Pound hits 4-month low after BoE's dovish shift, euro eyes GDP","{""Pound"": ""negative"", ""euro"": ""neutral""}",11
967,"SAT clubs KP Singh, other petitions with main DLF case","{""DLF"": ""neutral"", ""SAT"": ""neutral""}",10
10204,"Iron ore hits 19-mth low as supply overwhelms, Shanghai rebar down 3rd day","{""Iron ore"": ""positive"", ""Shanghai rebar"": ""positive""}",13
2714,Surya Pharmaceutical Q3 net up 30.82 pc to Rs 28.01 cr,"{""Surya Pharmaceutical"": ""positive""}",11
4758,"Most of the BSE100 companie stocks down by 26-35%; GMR, Unitech among the biggest losers","{""GMR"": ""negative"", ""Unitech"": ""negative""}",15
